date,open,high,low,close,volume,rsi_7,macd,bollinger
2022-08-12,169.820007,172.169998,169.399994,172.100006,68039400,81.60586627828377,6.001058266471659,160.00900035
2022-08-15,171.520004,173.389999,171.350006,173.190002,54091700,83.07311655746577,6.235965087877531,161.3150001
2022-08-16,172.779999,173.710007,171.660004,173.029999,56377100,81.95356849872823,6.336179992535932,162.41650005000002
2022-08-17,172.770004,176.149994,172.570007,174.550003,79542000,84.29876597965674,6.463742644418886,163.49200055
2022-08-18,173.75,174.899994,173.119995,174.149994,62290100,81.06439344272079,6.458114458350906,164.43199995
2022-08-19,173.029999,173.740005,171.309998,171.520004,70346300,62.63152465921301,6.170308392817844,165.30350034999998
2022-08-22,169.690002,169.860001,167.139999,167.570007,69026800,44.78702229236232,5.559402929590334,166.03450085000003
2022-08-23,167.080002,168.710007,166.649994,167.229996,54147100,43.541203500229116,4.990294889402492,166.81600035000002
2022-08-24,167.320007,168.110001,166.25,167.529999,53841500,45.11284268051586,4.511474927552769,167.35300065
2022-08-25,168.779999,170.139999,168.350006,170.029999,51218200,56.80333179873258,4.284348462541715,167.9870003
2022-08-26,170.570007,171.050003,163.559998,163.619995,78961000,34.696929521954345,3.5462365430880993,168.0425003
2022-08-29,161.149994,162.899994,159.820007,161.380005,73314000,29.9456312046745,2.7488421156747336,168.03600079999998
2022-08-30,162.130005,162.559998,157.720001,158.910004,77906200,25.46040454996762,1.8957399390326373,167.98100125000002
2022-08-31,160.309998,160.580002,157.139999,157.220001,87991100,22.74142616252749,1.0709361147229401,167.53550105
2022-09-01,156.639999,158.419998,154.669998,157.960007,74229900,26.73822636840663,0.4715497097541004,167.1430015
2022-09-02,159.75,160.360001,154.970001,155.809998,76957800,22.749068707729933,-0.17493949880844184,166.66600110000002
2022-09-06,156.470001,157.089996,153.690002,154.529999,73714800,20.61304130078389,-0.7815627078097123,166.1490013
2022-09-07,154.820007,156.669998,153.610001,155.960007,87449600,29.269238799242004,-1.1338558919810282,165.70100175
2022-09-08,154.639999,156.360001,152.679993,154.460007,84923800,25.823427724553554,-1.516605755454492,164.96200185
